"State Code","State Name","Students","Total Revenue","Federal Revenue","State Revenue","Local Revenue","Total Expenditures","Salaries","Teacher Revenue"
"MS","MISSISSIPPI",499362,5493.57780527954,738.602456734794,3012.29368674429,1742.68166180046,6000.60477168868,3226.79138580829,2238.71059471886
"MT","MONTANA",157381,7020.67593928111,831.828492638883,3095.13219511885,3093.71525152337,6682.94139699201,3965.65023732217,2795.19764139254
"NC","NORTH CAROLINA",1261586,7185.162168889,493.176049829342,4675.01700240808,2016.96911665158,7352.52055745704,4230.73337846171,2926.41009015636
"ND","NORTH DAKOTA",112349,7236.22818182627,862.855922171092,2698.12815423368,3675.2441054215,7145.30614424695,3691.71065163019,2586.26245004406
"NE","NEBRASKA",286953,7872.79449944764,529.94044320847,2828.96153725523,4513.89251898395,7530.06589929361,4004.10171700592,2817.28366666318
"NH","NEW HAMPSHIRE",203178,7810.210751164,268.980893600685,4258.91582750101,3282.31403006231,8073.68415871797,4286.42864877103,3191.2559430647
"NJ","NEW JERSEY",1279542,12231.7782456535,452.499409945121,4761.98671086998,7017.29212483842,12431.9858199262,6836.97682452002,4565.32806269743
"NM","NEW MEXICO",324489,6754.29675582223,912.887647963413,4841.72961178961,999.679496069204,6672.12447879589,3626.84713503385,2383.04226029234
"NV","NEVADA",325610,6932.760050367,339.64251712171,2017.10635422745,4576.01117901784,7500.56816436842,3813.31654433218,2522.54844752925
"NY","NEW YORK",2862977,11172.0069536011,678.527281218117,4807.92056659903,5685.55910578394,11792.7817792459,6820.16132158938,5152.01833615848
"OH","OHIO",1822566,8387.16677475603,460.532019142242,3511.73400579183,4414.90074982195,8159.65128286164,4583.62934456146,2963.6314953752
"OK","OKLAHOMA",627032,5759.05695403105,575.221041350362,3308.41009709233,1875.42581558836,5727.08569897549,3322.24830630654,2225.68385664527
"OR","OREGON",542739,8050.64681181931,494.838218738657,4527.41004423858,3028.39854884208,8103.92840757712,4204.61031914051,2751.14742076763
"PA","PENNSYLVANIA",1782444,9387.6593037425,560.575816126622,3414.28734927998,5412.7961383359,9818.56428589061,4970.8052539098,3503.36504260442
"RI","RHODE ISLAND",155351,9429.09926553418,525.616185283648,3933.02263905607,4970.46044119446,8937.52856434783,5408.73892025156,3910.75049404252
"SC","SOUTH CAROLINA",666780,7034.43114670506,549.787036203845,3630.12387894058,2854.52023156063,7440.82306007979,4006.46240139176,2689.95470769969
"SD","SOUTH DAKOTA",130279,6663.85986997137,813.331388788677,2321.21063256549,3529.3178486172,6897.57366881846,3581.36768013264,2489.19626340393
"TN","TENNESSEE",907222,5884.47480330063,509.24029620093,2678.19012325539,2697.04438384431,6398.85386377314,3553.41470996074,2516.84372733465
"TX","TEXAS",3965971,7196.34888908668,566.534904062586,3116.20760716606,3513.60637785803,7750.37966742571,4376.40870293807,3002.89361672085
"UT","UTAH",477835,5329.54471731874,396.586687873429,3155.29628428223,1777.66174516308,5186.76949156089,2817.48511515481,1928.15302353323
"VA","VIRGINIA",1132673,7867.60697924291,434.25860773586,3321.33192898568,4112.01644252136,8082.3644599986,4612.11399936257,3102.72338088751
"VT","VERMONT",99609,12161.2504894136,653.073517453242,7140.50939172163,4367.66758023873,11984.9913160457,5277.96685038501,3794.5767952695
"WA","WASHINGTON",1003714,7592.73059855696,541.953185867687,4794.98741673425,2255.78999595502,7783.03082352144,4134.21950874452,2708.41793578649
"WI","WISCONSIN",877165,8946.06259939692,404.500863577548,4717.70305472745,3823.85868109193,9327.75247530396,4694.36423021894,3301.55557962299
"WV","WEST VIRGINIA",290982,7708.89608291922,721.972493143906,4692.2008921514,2294.72269762391,7710.31541469919,4361.9845901121,2937.06827226426
"WY","WYOMING",91883,8568.75591785205,719.229890186433,4444.30416943287,3405.22185823275,8379.38465222076,4725.04162902822,3169.49816614608
