"State Code","State Name","Students","Total Revenue","Federal Revenue","State Revenue","Local Revenue","Total Expenditures","Salaries","Teacher Revenue"
"AK","ALASKA",132822,9889.24274593064,1502.15325774345,5828.80848052281,2558.28100766439,10441.8243965608,5301.4937284486,3642.31829064462
"AL","ALABAMA",730184,6691.3503993514,583.384461998619,4113.77680146374,1994.18913588904,6852.06331554786,3742.20196553198,2552.23477917895
"AR","ARKANSAS",450751,6311.36702969045,565.13463087159,3672.74615031359,2073.48624850527,5953.17592196135,3547.47521358799,2405.46110823936
"AZ","ARIZONA",814807,6724.48444846448,656.128383776772,3045.00084068988,3023.35522399783,6623.88762001308,3477.68367232977,2285.94746976891
"CA","CALIFORNIA",5941946,7805.59533863148,666.339781613633,4519.98924258147,2619.26631443638,7671.71024442161,4192.47532710664,2798.5414206053
"CO","COLORADO",707436,7171.34270803295,376.298350663523,2944.88547373897,3850.15888363046,7695.66858344783,4013.93341588497,2651.47094578167
"CT","CONNECTICUT",530363,11094.2014808725,455.063795928449,4334.40304093611,6304.73464400797,10568.761395497,6099.8429377615,4351.78358973005
"DC","DISTRICT OF COLUMBIA",70762,12456.1629122976,2611.92447924027,0,9844.23843305729,12136.5563438003,6450.02967694525,3655.6061162771
"DE","DELAWARE",112743,9743.88653841037,616.80104308028,6354.05302324756,2773.03247208252,9228.77695289286,4933.03353645016,3521.86831998439
"FL","FLORIDA",2377271,7386.11079679178,588.387693283601,3703.49741363101,3094.22568987717,7227.17519374106,3748.80272379548,2319.96856900202
"GA","GEORGIA",1422941,7824.32932918512,489.260622893008,3777.49393685332,3557.57476943879,7604.90350618894,4285.94368986486,2932.12930121488
"HI","HAWAII",185860,7558.88841063166,683.535994834822,6710.72850532659,164.623910470246,7336.22619175724,4330.72742924782,2983.33692026256
"IA","IOWA",497301,7686.39516107951,436.476097976879,3778.71349544843,3471.2055676542,7992.77097773783,4437.33272203354,2874.23512118415
"ID","IDAHO",245226,5947.68499261905,450.368231753566,3641.1758948888,1856.14086597669,6010.63100976242,3378.47536558114,2329.87122083303
"IL","ILLINOIS",2003839,8750.8786883577,633.082797570064,2884.65290874167,5233.14298204596,8996.68137011007,4637.50031813933,3194.75666458233
"IN","INDIANA",987214,8600.85451178772,431.790878168259,4356.30775090305,3812.76297337761,8628.80489944429,4250.28210702036,2872.85634117831
"KS","KANSAS",469377,7495.57178984058,471.91916093034,4690.87322131251,2332.77940759773,7088.31067564026,4211.1053588054,2782.04300594192
"KY","KENTUCKY",646467,6698.07275545387,660.435876850636,4041.56747366842,1996.06940493482,6977.88440863957,4012.69825064543,2725.6611706398
"LA","LOUISIANA",750755,6374.02481501955,740.907486463627,3145.77192293092,2487.345405625,6403.01696292399,3780.41438285459,2550.69763105141
"MA","MASSACHUSETTS",958907,9869.84764945923,501.501188332132,4094.78917142121,5273.55728970588,9872.03451429596,5612.21682603214,4165.07023100259
"MD","MARYLAND",846582,8763.53029003688,483.143983689708,3312.3997439114,4967.98656243577,8688.70115357992,4809.35219506203,3234.0411206475
"ME","MAINE",208589,8550.33103375538,474.818902243167,3633.62881072348,4441.88332078873,8788.79519054217,4719.24214603838,3362.47357243191
"MI","MICHIGAN",1700074,9375.7548200843,605.995974292884,5848.14249262091,2921.61635317051,9752.82605345414,5002.95398906165,3157.04257579376
"MN","MINNESOTA",839839,8719.08306234885,392.599057676531,5068.10472007135,3258.37928460098,9182.53141375906,4857.97754093344,3363.66732195099
"MO","MISSOURI",913517,7307.20938964464,479.353969329525,2696.99304993777,4130.86237037734,7343.71445742115,4183.64737602037,2843.87592130196
