"State Code","State Name","Students","Total Revenue","Federal Revenue","State Revenue","Local Revenue","Total Expenditures","Salaries","Teacher Revenue"
"AK","ALASKA",132568,12067.3088528152,2284.45778770141,6628.53026371372,3154.32080140004,13213.7318206505,6074.34675034699,3997.88033311206
"AL","ALABAMA",729342,8058.64464133424,912.962643039891,4452.67515102654,2693.00684726781,8086.80701234812,4148.65728286593,2767.62890386129
"AR","ARKANSAS",462898,8473.94890451028,927.048723476878,4893.30694883106,2653.59323220234,8541.28987379509,4715.90717609495,3182.65795056362
"AZ","ARIZONA",1004420,8036.91583202246,952.049939268433,3753.19487863643,3331.6710141176,7552.22217797336,4065.15202803608,2668.6804324884
"CA","CALIFORNIA",6307022,9828.94082183319,1125.46729661003,5525.28546753127,3178.18805769189,10467.4213915854,5058.35543303955,3329.13378136306
"CO","COLORADO",765388,8951.43639565815,582.54767516606,3847.50479495367,4521.38392553842,9441.73282047798,4908.36281729005,3196.79691868699
"CT","CONNECTICUT",555204,13894.7467957724,703.108961750996,5080.39387324299,8111.24396077838,13447.5400033141,7361.85258031282,5111.09069819382
"DC","DISTRICT OF COLUMBIA",75282,17140.4718259345,2621.50314816291,0,14518.9686777716,17302.2502058925,7737.00220504237,4489.58582396854
"DE","DELAWARE",119107,12480.4503513647,924.706356469393,7799.32329753919,3756.42069735616,12874.9611693687,6111.32846935948,4300.21745153517
"FL","FLORIDA",2645280,8776.53934555132,880.251996007984,3757.94358253191,4138.34376701143,9018.70955059578,4416.83867114256,2773.92714570858
"GA","GEORGIA",1552758,9424.18200389243,867.764326443657,4126.39187819351,4430.02579925526,9276.29353704827,5257.17400908577,3631.50536013983
"HI","HAWAII",183185,12414.5863471354,1293.62666157164,10844.8562928187,276.103392745039,9639.46283811447,5582.38938777738,3633.92745039168
"IA","IOWA",478319,9452.8003278147,561.309502654086,4266.30345020792,4625.1873749527,9053.93471720755,5030.22459906464,3452.28811734428
"ID","IDAHO",256004,7059.19829377666,753.058545960219,4038.03456195997,2268.10518585647,7152.88432993234,3925.30194840706,2719.63719316886
"IL","ILLINOIS",2072437,9995.48309550544,773.402038276676,3139.6182368873,6082.46282034146,10253.3505240449,5336.56463381034,3660.22851358087
"IN","INDIANA",1018076,11333.8296944432,654.891186905496,5141.21539059952,5537.72311693822,10775.1287723117,4870.69334705857,3288.71223759326
"KS","KANSAS",468481,9015.58867915668,761.749142441209,5037.81370002199,3216.02583669348,8701.73390169505,4802.19688738711,3154.40967723344
"KY","KENTUCKY",674502,8071.59800860487,958.062392698613,4627.86322353381,2485.67239237245,8525.80274039217,4728.19650645958,3095.62017607064
"LA","LOUISIANA",717625,8326.17871450967,1176.99355512977,3884.399233583,3264.7859257969,8279.47883643964,4706.08465424142,3150.40724612437
"MA","MASSACHUSETTS",955225,13580.5867727499,797.046769085817,5685.78921196577,7097.75079169829,13296.1679185532,6942.85639509016,4727.30089769426
"MD","MARYLAND",865561,11444.853684489,775.217460121239,4308.49125596001,6361.14496840777,11302.1092678621,6171.13294152579,4170.95964351444
"ME","MAINE",198356,11490.562423118,954.717780152856,4471.87884409849,6063.96579886668,11495.9265159612,6056.20702171853,4314.35903123677
"MI","MICHIGAN",1728911,9832.35227261554,599.850426077456,6165.85006399982,3066.65178253826,10676.5004097955,5080.72827346231,3366.06626946095
"MN","MINNESOTA",831566,10411.7748921914,596.234093264996,7271.58758294591,2543.95321598045,10762.7007357203,5576.21884492632,3897.270932193
"MO","MISSOURI",902659,8891.52160450403,727.428630302251,3034.99549663827,5129.09747756351,8726.40388009204,4832.89702977536,3231.4594991021
"MS","MISSISSIPPI",494382,7362.00549372752,1117.81577808254,3961.51154370507,2282.67817193992,7303.87433199429,4139.40434724565,2793.32378606017
"MT","MONTANA",146552,8686.20694361046,1234.9473224521,3909.77264042797,3541.48698073039,8520.12255035755,4723.24499153884,3273.02936841531
"NC","NORTH CAROLINA",1372382,8224.93008506378,825.675358610066,4775.32203132947,2623.93269512424,8087.435568231,4892.32225429946,3394.62190556274
"ND","NORTH DAKOTA",100413,9026.13207453218,1134.81322139564,3292.20320078078,4599.11565235577,9166.53222192346,4886.36929481242,3442.42279386135
"NE","NEBRASKA",284553,9782.14251826549,972.22661507698,3017.93339026473,5791.98251292378,9130.13041507206,4814.52664354268,3350.75715244612
"NH","NEW HAMPSHIRE",202223,11487.1255989675,622.139914846481,4326.38720620305,6538.59847791794,11493.1189825094,5742.07187115214,4197.99923846447
"NJ","NEW JERSEY",1382110,16219.8992844274,682.349451201424,6748.41221031611,8789.1376229099,16274.5968121206,8241.15880790965,5427.16788099355
"NM","NEW MEXICO",326102,9147.41706582603,1474.65516924153,6447.89053731655,1224.87135926796,9235.44167162422,4732.77379470227,3067.47275392362
"NV","NEVADA",400083,8452.36113506448,628.422102413749,2284.39848731388,5539.54054533684,8707.04328851763,4089.46143675187,2678.93912013257
"NY","NEW YORK",2819262,15624.0083397712,1121.72298991722,6811.84544040249,7690.43990945148,16037.3406231844,8489.99880110469,6412.14331977659
"OH","OHIO",1837924,10740.525179496,766.978939281494,4686.18832987653,5287.35791033797,10764.3351955794,5498.4830711172,3564.48852074406
"OK","OKLAHOMA",629145,7205.37395989796,1050.17285363469,3745.73429018748,2409.46681607579,7067.21344046285,3838.91471759292,2535.33764076644
"OR","OREGON",550502,8479.05729679456,811.215944719547,4150.37002590363,3517.47132617139,9576.06693526999,4254.28972101827,2879.16301848131
"PA","PENNSYLVANIA",1803589,11687.2879575114,673.738307341639,4023.91453928805,6989.63511088169,11920.0239078859,5650.97979639485,3962.1482499616
"RI","RHODE ISLAND",154559,12401.8141939324,951.008999799429,4880.83515033094,6569.97004380204,12256.7821996778,6815.42323643398,4705.07055558072
"SC","SOUTH CAROLINA",701176,8998.82768377697,910.182322270015,4032.63945143587,4056.00591007108,9333.13034102707,4730.3629901765,3165.52334934453
"SD","SOUTH DAKOTA",124862,8432.2371898576,1415.41862215886,2804.35200461309,4212.46656308565,8477.96767631465,4394.02700581442,3036.72053947558
"TN","TENNESSEE",940769,7230.86007298285,836.66766230605,3146.44721499114,3247.74519568566,7508.97510440927,4311.39631514219,3039.29232362036
"TX","TEXAS",4400037,8598.15769731027,895.575423570302,3035.94856134164,4666.63371239833,9175.73829492797,4929.17923190191,3336.61785116807
