"Year","State Code","State Name","Students","Total Revenue","Federal Revenue","State Revenue","Local Revenue","Total Expenditures","Salaries","Teacher Revenue"
"2014","AK","Alaska",130539,19572.4879154889,2371.13046675706,13143.1909237852,4058.16652494657,20890.7376339638,8192.95382988992,5259.899340427
"2014","AL","Alabama",746204,9888.60150843469,1068.63940691822,5448.26749789602,3371.69460362046,10244.1302914485,5124.76882997143,3357.09939909194
"2014","AR","Arkansas",489476,10558.9385383553,1109.52324526637,5615.28450833136,3834.13078475758,10664.0386862686,5511.96585736584,3563.22679763666
"2014","AZ","Arizona",1100221,8604.70578183838,1065.22598641546,3820.36063663573,3719.11915878719,8504.46773875431,4386.66958729201,2770.41885221242
"2014","CA","California",6207712,11569.9626529066,1183.60291199076,6154.31418210123,4232.04555881458,11583.9653965906,5776.32982973437,3773.44229242594
"2014","CO","Colorado",876064,10456.9095408555,756.817995032326,4571.13635533477,5128.95519048837,10595.1871096176,5600.2529495562,3587.17856229682
"2014","CT","Connecticut",522071,19821.2886752951,806.422881178997,7500.35340020802,11514.5123939081,19393.438823455,9667.99918018814,6779.0607024715
"2014","DC","District of Columbia",76890,26802.5881128885,2682.03927688906,0,24120.5488359995,27761.4124073352,12200.7023019899,7706.41175705553
"2014","DE","Delaware",131687,15863.836217698,1085.27796973126,9264.29336229089,5514.26488567588,16063.8103989004,7364.94111036017,5215.71605397647
"2014","FL","Florida",2708022,9629.70832585555,1149.18822668354,3862.94055218163,4617.57954699039,9794.47655890536,5024.45401108263,3213.94065483958
"2014","GA","Georgia",1722590,10375.5972111762,1039.13003094178,4597.75338298725,4738.71379724717,10296.3972854829,5493.74140102984,3736.57922082446
"2014","HI","Hawaii",186825,14434.1763682591,1536.13274454704,12603.2436772381,294.799946473973,13461.9884919042,6814.92305633614,4711.4358356751
"2014","IA","Iowa",501763,12605.0705213417,719.100451806929,6417.70915751062,5468.2609120242,12419.4271000452,6285.26216560408,4487.88172902346
"2014","ID","Idaho",296243,7295.54453607343,804.650236461283,4678.20336683061,1812.69093278153,7039.5519894141,3915.68745928174,2690.92940592689
"2014","IL","Illinois",2060100,14553.3648851997,1015.3254696374,4957.56662297947,8580.47279258288,14609.0282025144,6709.99660210669,4609.62768797631
"2014","IN","Indiana",1045853,12074.330713781,915.465175316225,7554.14288623736,3604.72265222742,10872.8071727097,5171.51836826017,3436.33569918526
"2014","KS","Kansas",468630,11705.0444913898,858.353071719694,6715.2700424642,4131.4213772059,12060.1135223951,5771.38680835627,3832.9940464759
"2014","KY","Kentucky",677218,10675.8193078152,1219.31490302975,5857.59976846451,3598.90463632095,10847.64285651,5874.18083984773,3800.32722107209
"2014","LA","Louisiana",709923,12561.6580953146,1908.82109749931,5215.99243861658,5436.84455919867,12193.0998150504,5843.04494994528,3784.47380913141
"2014","MA","Massachusetts",955022,17997.7026707238,869.408243998568,6902.09440201378,10226.2000247115,17946.5760998176,9189.65531684087,6295.31989838978
"2014","MD","Maryland",865768,16150.4513911348,942.553894345829,7145.95134031288,8061.9461564761,15838.9302907938,8228.43417636134,5543.84892950536
"2014","ME","Maine",182531,14803.3977790074,1013.31828566107,5832.67499767163,7957.40449567471,14388.5970054402,7489.76886117974,5018.04624967814
"2014","MI","Michigan",1508122,11355.947330521,820.155796414348,7001.30758652152,3534.48394758514,11352.718148797,4804.36662285942,3381.10577260991
"2014","MN","Minnesota",848571,13248.5248729924,721.60490990147,9375.71281601657,3151.20714707432,13324.6764266043,6878.23529203803,4861.27737101551
"2014","MO","Missouri",916360,11488.1520363176,1010.46531930682,3670.84224540574,6806.84447160505,11539.7922213977,6144.83499934524,4069.97686498756
"2014","MS","Mississippi",492953,9092.92975192361,1349.43696457877,4552.35286122612,3191.13992611872,9069.47315464152,4810.19894391555,3096.10855395951
"2014","MT","Montana",144034,11843.3842009526,1315.52272380132,5662.01035866531,4865.85111848591,12015.8018245692,6158.40704278156,4235.00701223322
"2014","NC","North Carolina",1499698,9284.66931342177,1035.16374630092,5436.08979941295,2813.4157677079,9350.8573059376,5238.75673635625,3584.79640567634
