"State Code","State Name","Students","Total Revenue","Federal Revenue","State Revenue","Local Revenue","Total Expenditures","Salaries","Teacher Revenue"
"ND","NORTH DAKOTA",108788,7520.48939221238,943.98279221973,2773.7893885355,3802.71721145715,7490.1459719822,3962.18332904364,2774.20303709968
"NE","NEBRASKA",285331,8254.88292544448,582.018778190943,2825.77077148995,4847.09337576359,8216.99710161181,4283.70909575195,2994.24177534162
"NH","NEW HAMPSHIRE",204721,8586.46645922988,374.61227719677,4319.17096927037,3892.68321276274,8773.12537551106,4466.8353515272,3304.76111390624
"NJ","NEW JERSEY",1309753,12913.2470015339,478.946030282046,5085.3718220153,7348.92914923654,13155.3521923599,7070.93016774919,4688.38781052611
"NM","NEW MEXICO",320303,7428.14772262514,1021.50463779609,5298.92945117592,1107.71363365313,7249.34202926604,3909.77293375335,2541.11575601852
"NV","NEVADA",340706,7008.97841540801,347.273015444401,2000.03522098231,4661.67017898129,7924.3277195001,3799.10245196739,2514.94543682823
"NY","NEW YORK",2857618,12046.2178639692,670.275033261968,5610.85106546781,5765.09176523944,13338.2841933386,7278.16909048025,5515.79812277218
"OH","OHIO",1831108,9149.59794834603,522.565026202714,3904.11925457155,4722.91366757177,8892.02439178901,4871.55481817566,3092.44894348121
"OK","OKLAHOMA",623110,6325.97454703022,644.748118309769,3690.59716582947,1990.62926289098,6381.11890356438,3678.86568984609,2474.47641668405
"OR","OREGON",544756,8366.3181314203,600.534918385479,4706.63195999677,3059.15125303806,8653.92028724787,4390.89060056245,2863.68392454604
"PA","PENNSYLVANIA",1789677,9734.28501344097,592.050409096167,3477.26768573324,5664.96691861157,10220.0721135713,5199.79415279964,3664.53834965751
"RI","RHODE ISLAND",156275,10191.1502159654,565.291953287474,4248.86258198688,5376.99568069109,9624.86002239642,5768.84338505839,4175.69028955367
"SC","SOUTH CAROLINA",676681,8035.71402182121,636.882075896914,4321.12768054667,3077.70426537763,8116.88077543185,4311.62837437434,2865.71515972814
"SD","SOUTH DAKOTA",127986,6927.80460362852,817.636303970747,2473.84088884722,3636.32741081056,7477.09905770944,3847.57707874299,2669.47166096292
"TN","TENNESSEE",895839,6207.392176496,552.390552320227,2784.48806091273,2870.51356326304,6882.55478942087,3766.93914866399,2662.67711050758
"TX","TEXAS",4059327,7662.97713882129,653.761079114838,3171.33357327458,3837.88248643186,8231.45684001314,4535.75481847114,3076.94477434314
"UT","UTAH",477380,5747.8277263396,478.987389501026,3330.05781557669,1938.78252126189,5599.39670702585,2901.91252251875,2043.24228078261
"VA","VIRGINIA",1143807,8300.23072074222,464.872133148337,3476.65296680297,4358.70562079092,8622.70907591928,4892.9574657263,3302.83780393021
"VT","VERMONT",97715,13306.7901550427,617.950161183032,7497.10893926214,5191.73105459755,13370.6493373586,5716.14388783708,4084.78739190503
"WA","WASHINGTON",1004843,7897.78801265471,559.065446044805,5008.25900165498,2330.46356495492,7987.64981196067,4292.02372908007,2831.25423573633
"WI","WISCONSIN",875569,9551.18214555335,454.977277633173,4975.48679772811,4120.71807019207,9791.90446441114,4897.64256157996,3440.01329421211
"WV","WEST VIRGINIA",285785,8124.06879297374,857.207341183057,4856.95890267159,2409.90254911909,8083.34237276274,4556.17334709659,3053.0223769617
"WY","WYOMING",89711,8965.42230049827,771.053716935493,4492.43682491556,3701.93175864721,8783.1926965478,4914.38062222024,3279.6758480008
