"State Code","State Name","Students","Total Revenue","Federal Revenue","State Revenue","Local Revenue","Total Expenditures","Salaries","Teacher Revenue"
"RI","Rhode Island",141745,17782.9341422978,1306.46583653744,7203.47807682811,9272.99022893224,17709.6828812304,9014.14511975731,6098.04225898621
"SC","South Carolina",763027,12328.2085692905,1127.74253073613,5891.42717099133,5309.03886756301,12263.1125766192,5832.02167157912,3744.57391416031
"SD","South Dakota",134045,10860.0619195046,1466.99988809728,3272.25185572009,6120.81017568727,11010.2129881756,5455.99612070573,3706.45678689992
"TN","Tennessee",999263,9588.81495662303,1096.97747239716,4396.09592269503,4095.74156153085,9683.92905571406,5311.33545422977,3622.41171743575
"TX","Texas",5299728,11361.5885569976,1114.66645080653,4539.07408078301,5707.8480254081,11492.5213143014,6180.94400316394,4152.87010956034
"UT","Utah",647613,8360.56719059068,647.982668661685,4543.2920586832,3169.2924632458,8303.68445352394,3913.8729457253,2669.35963299069
"VA","Virginia",1283493,12628.5706271869,824.42677910982,4900.56509852411,6903.57874955298,12817.2424781436,7120.40813623448,4717.40788613572
"VT","Vermont",86501,19898.8566606166,365.105605715541,17906.8912498121,1626.85980508896,20000.6705124796,8551.46183281118,5991.9654108045
"WA","Washington",1084052,13529.2937977145,930.940582186094,8423.34685052009,4175.00636500832,13811.7903938187,6758.80031585201,4285.79440838631
"WI","Wisconsin",857800,13615.1119141991,911.593611564467,5976.04336675216,6727.47493588249,13721.121473537,6466.34996502681,4446.82793191886
"WV","West Virginia",277452,12133.9510978476,1234.80818303707,6744.55761717342,4154.58529763707,12044.8978562058,6247.2391620893,3947.02146677624
"WY","Wyoming",94511,21634.1907291215,1301.56278105194,12441.9273946948,7890.70055337474,21523.727396811,9622.3402566897,6200.20949942335
