"State Code","State Name","Students","Total Revenue","Federal Revenue","State Revenue","Local Revenue","Total Expenditures","Salaries","Teacher Revenue"
"IL","Illinois",2101085,11056.9481958131,780.309697132672,3303.06103751157,6973.57746116887,10891.3675553345,5703.41514027276,3899.73846845796
"IN","Indiana",1038971,9950.2016899413,695.330283520907,5042.81832697929,4212.0530794411,10926.398330656,4996.25013595182,3360.85992775544
"KS","Kansas",468974,10741.955844034,738.721123132626,6170.98815712598,3832.24656377539,10286.0051943178,5560.10994212899,3693.98943224998
"KY","Kentucky",646360,9633.48134166718,1048.28578501145,5503.25515192772,3081.94040472802,9826.77764713163,5421.47564824556,3550.0943746519
"LA","Louisiana",674577,10614.1137334952,1856.62274284478,4409.45807520861,4348.03291544183,10089.2559337185,5177.69061204281,3474.52996470381
"MA","Massachusetts",945070,15429.1809072344,798.03824055361,6862.18798607511,7768.95468060567,15068.1737860688,7444.77128678299,5129.29412636101
"MD","Maryland",851640,13708.8030153586,776.944483584613,5500.94758348598,7430.91094828801,13551.7648302099,7276.25639941759,4895.7787327979
"ME","Maine",193539,12926.1182500685,1017.70185854014,5560.25400565261,6348.16238587571,12735.6811805373,6648.77879910509,4684.01200791572
"MI","Michigan",1700281,10693.0754387069,612.069416761112,6496.69436993062,3584.31165201517,10937.2462551778,5130.66075548689,3425.90077757735
"MN","Minnesota",835550,11445.1881993896,617.067799652923,7743.15002094429,3084.97037879241,11773.320567291,5951.03345102029,4177.70929327988
"MO","Missouri",916258,9432.89662955194,761.125141608586,2920.96767504349,5750.80381289986,9767.14964562383,5248.24558148469,3525.83224375667
"MS","Mississippi",494135,8542.05024942576,1442.61386058466,4481.97354973843,2617.46283910267,8416.18788387789,4513.47506248292,3028.39912169751
"MT","Montana",144258,10062.7001622094,1238.17743210082,4827.76691760596,3996.7558125026,9845.63074491536,5230.31651624173,3621.96204023347
"NC","North Carolina",1427880,9314.30092164608,838.270723029946,5341.44676023195,3134.58343838418,9110.54640445976,5332.66240860577,3666.08048295375
"ND","North Dakota",96577,10157.0870911294,1195.79195874794,3567.88883481574,5393.40629756567,10111.3826273336,5370.11917951479,3758.16188119324
"NE","Nebraska",287135,10847.3331359813,976.864541069532,3391.84704059066,6478.62155432114,10344.3920107267,5308.03280686785,3721.73716196214
"NH","New Hampshire",198625,13043.9018250472,689.324103209566,4696.44808055381,7658.12964128383,13086.877281309,6355.87665198238,4648.41283826306
"NJ","New Jersey",1379604,17919.881357259,725.856840078747,7339.48292408546,9854.54159309483,18123.1157636539,8968.71711012725,5923.8527867417
"NM","New Mexico",327816,9984.11608951363,1355.83986138566,7200.81387119604,1427.46235693194,10003.9869927032,5254.4903238402,3480.40974205042
"NV","Nevada",422782,9475.52402893217,657.192122654228,2548.65391620268,6269.67799007526,10280.4069236628,4764.56660879602,3047.36010520789
"NY","New York",2757907,18451.9967497091,1187.79023368083,8284.56579572843,8979.64072029985,18633.4876411714,9561.36773284959,7240.08677595002
"OH","Ohio",1834252,11556.2610808111,771.938097927657,5081.58093871507,5702.74204416841,11121.2445182014,5448.29227390784,3571.86907796748
"OK","Oklahoma",639032,7937.36463901651,990.108476570813,4188.3473754053,2758.9087870404,7967.02825523604,4352.98858273138,2906.28012368708
"OR","Oregon",559643,9361.89678062622,853.28861434879,4870.73723784627,3637.87092843116,9416.56019998463,4607.08344426715,3087.04835046628
"PA","Pennsylvania",1820217,12892.81662571,695.526412510157,4436.94021097485,7760.35000222501,12994.6517365787,5836.18107071849,4092.46589829674
"RI","Rhode Island",149630,14207.1442892468,1117.43634297935,5570.01938114015,7519.68856512731,14064.9268194881,7635.80164405534,5153.16447236517
"SC","South Carolina",701580,10120.6932922831,969.604321673936,4441.53054534052,4709.55842526868,10970.4467060064,5292.70931326435,3485.82057641324
"SD","South Dakota",121158,9375.03095131976,1436.8262929398,3065.88091582892,4872.32374255105,9106.6706284356,4773.69220356889,3297.14092342231
"TN","Tennessee",978084,7784.03797628833,823.563211339721,3414.65865917447,3545.81610577415,7989.3638992152,4467.54777708254,3142.27101148777
"TX","Texas",4594682,9697.96255758288,930.304425855805,3575.10574181195,5192.55238991512,10039.2967347904,5281.51785041925,3585.6287769208
"UT","Utah",522921,7216.32139462749,674.906917106026,3978.4900587278,2562.92441879366,7235.3185280377,3390.03214634715,2352.61922929085
"VA","Virginia",1220440,11545.9612926486,729.363180492281,4739.57015502606,6077.02795713022,11977.567106945,6571.75772672151,4361.18285208613
"VT","Vermont",90504,17884.4470962609,416.589322018916,12831.2008309025,4636.65694333952,17802.3954742332,7303.04737912136,5306.39529744542
"WA","Washington",1026121,10087.2587151028,780.940064573281,6178.39611507805,3127.92253545147,10410.4652375305,5298.45213186359,3491.60576579175
"WI","Wisconsin",870584,11702.9672036242,655.981502072172,5937.57638550674,5109.40931604532,11451.9426040451,5530.79427143159,3958.97121931945
"WV","West Virginia",281298,10328.8647626361,1256.92681782309,5962.40286102283,3109.53508379014,10605.361573847,5394.55310738079,3504.46146079958
"WY","Wyoming",85034,17380.0009408001,1305.9599689536,8495.00199920032,7579.03897264624,16350.4480560717,8126.90218030435,5245.93691934991
