"State Code","State Name","Students","Total Revenue","Federal Revenue","State Revenue","Local Revenue","Total Expenditures","Salaries","Teacher Revenue"
"AK","ALASKA",132893,12228.9210116409,2181.11563438255,6915.15730700639,3132.64807025201,13677.5902417735,6322.59787949704,4140.07509801118
"AL","ALABAMA",743265,8562.25975930523,982.303754381008,4763.35627266184,2816.59973226238,8868.20851244173,4427.2984736265,2923.47278561482
"AR","ARKANSAS",473990,8819.02149834385,976.140846853309,4983.15576277981,2859.72488871073,9026.0511825144,4860.24177725269,3251.16774615498
"AZ","ARIZONA",1035238,8348.70435590656,991.676310181813,3972.52226058162,3384.50578514313,8118.08878731268,4225.00429852845,2787.90770817918
"CA","CALIFORNIA",6296294,10466.5412701503,1168.51166733955,5931.96315165715,3366.06645115365,10852.8470875089,5259.54172406816,3447.4055690538
"CO","COLORADO",779219,9250.04780427582,619.572931358193,3942.72726922726,4687.74760369036,9907.50097212722,4993.81688588189,3251.00388979221
"CT","CONNECTICUT",552671,14910.3625846118,671.47724414706,5572.88332479902,8666.00201566574,14479.7085426954,7705.06503869391,5332.75673954306
"DC","DISTRICT OF COLUMBIA",74406,17521.7186786012,2017.56578770529,0,15504.1528908959,16982.743327151,7916.27019326398,4631.96516409967
"DE","DELAWARE",120937,13272.6626259954,933.593523900874,8340.58228664511,3998.48681544937,14078.9584659782,6393.65123990177,4461.64531946385
"FL","FLORIDA",2663973,9543.52240056487,923.434284056182,3834.78811534501,4785.30000116368,9988.52278157474,4720.0662319025,2980.06473789336
"GA","GEORGIA",1597682,10060.0638925644,896.307901071678,4437.01562638873,4726.74036510394,9857.95421116342,5509.59139553428,3810.9254532504
"HI","HAWAII",182818,14799.0460457942,1232.88188252798,13301.3981117833,264.766051482896,10611.4715181218,5886.04513778731,3784.64921397237
"IA","IOWA",483482,9816.36751730157,559.315548458888,4441.64415634915,4815.40781249354,9636.33599596262,5050.18594280656,3563.08611282323
"ID","IDAHO",261907,7238.44341693807,773.679206741324,4060.99111516683,2403.77309502992,7342.8545246977,3999.67545731882,2770.02141981696
"IL","ILLINOIS",2097585,10396.3739252521,785.355063084452,3032.93597160544,6578.08289056224,10400.3852048904,5488.26388441946,3756.2902099319
"IN","INDIANA",1030183,11131.9872294534,676.970014065462,5234.87768677992,5220.13952860802,10828.585794951,4902.26687879726,3306.76685598578
"KS","KANSAS",465926,9942.31487403579,729.774685250448,5643.72883247554,3568.8113563098,9490.20445306765,5175.33685606727,3410.09945785382
