"Year","State Code","State Name","Students","Total Revenue","Federal Revenue","State Revenue","Local Revenue","Total Expenditures","Salaries","Teacher Revenue"
"2008","AK","Alaska",130624,16754.8612812347,2322.68955169035,10865.6755267026,3566.49620284174,17415.0156173444,6811.85693287604,4420.69604360608
"2008","AL","Alabama",742919,10392.093889105,957.459696144533,6256.95129617092,3177.68289678956,10555.1910773584,5152.71382209904,3357.28928725743
"2008","AR","Arkansas",477100,9462.06455669671,975.805910710543,5337.06979668833,3149.18884929784,9713.23202682876,5183.65541815133,3409.4173129323
"2008","AZ","Arizona",1085529,9271.79283096076,970.245843270885,4736.96879585898,3564.5781918309,9425.0379308153,4544.25077542839,2971.42683429001
"2008","CA","California",6258097,11841.8161303668,1141.0302524873,6879.95903547037,3820.82684240912,12161.9963704621,6001.31557564544,3878.3679767188
"2008","CO","Colorado",801245,10000.1285499441,636.963725202653,4246.21557700828,5116.94924773322,11017.7710937354,5406.04309543273,3496.89545644591
"2008","CT","Connecticut",552448,16500.4127085264,672.97374594532,6260.97297845227,9566.46598412882,16379.5560849166,8247.58167284523,5771.51333700185
"2008","DC","District of Col.",77706,20220.8709752143,1837.5543716058,0,18383.3166036085,21080.0967750238,9720.89671325252,5334.967698762
"2008","DE","Delaware",122574,14542.1541273027,892.750501737726,8934.77409564834,4714.62952991662,14939.514089448,6798.35854259468,4716.05723889242
"2008","FL","Florida",2645680,11339.9281092196,937.459556711318,4471.52263312267,5930.94591938556,11800.2135556832,5393.91309606604,3425.42748934111
"2008","GA","Georgia",1646586,11287.1577919404,867.023040399955,5091.12794594391,5329.00680559655,11584.1620176535,6068.71065343687,4169.70932584147
"2008","HI","Hawaii",179897,14128.6569537013,1727.27727532977,11975.2580643368,426.121614034698,12464.9549464416,6742.78059111603,4586.26325063786
"2008","IA","Iowa",485114,11004.8421608117,559.107756115057,5035.23913966614,5410.49526503049,10741.8544919339,5613.58361127488,4003.23429132122
"2008","ID","Idaho",272058,8042.16747899345,765.969021311632,5296.82641201509,1979.37204566673,7488.78547956686,4218.96433848665,2912.16946386432
"2008","IL","Illinois",2099412,11655.0605598139,835.600158520576,3545.72375503236,7273.73664626095,11838.8629768716,5916.19510605827,4031.33877485696
