"State Code","State Name","Students","Total Revenue","Federal Revenue","State Revenue","Local Revenue","Total Expenditures","Salaries","Teacher Revenue"
"IL","Illinois",2049165,13978.4492708005,1005.17137468188,4585.5785161273,8387.69937999136,13767.4979808849,6612.82522393267,4536.7347187757
"IN","Indiana",1039440,11964.9118756253,961.774609405064,7449.49973062418,3553.63753559609,11006.6593550373,5193.01546986839,3464.21246055568
"KS","Kansas",488287,11596.2702263218,861.384800332591,6536.44475482657,4198.44067116266,11503.0525080537,5769.55151376137,3867.83387638827
"KY","Kentucky",685009,10534.4236353099,1266.7497799299,5782.14592800971,3485.5279273703,10806.3032748475,5839.85611867873,3783.11817800934
"LA","Louisiana",709208,12048.6711937824,1835.50946971833,5031.75796099311,5181.40376307092,11613.3109045583,5780.86118599903,3744.88020439702
"MA","Massachusetts",951953,16468.8330201176,898.228168827663,5757.46806827648,9813.13678301345,16072.3922294483,8807.90228088992,6111.62525881005
"MD","Maryland",859252,16077.6198367883,964.131593525531,7091.81008598176,8021.67815728098,15460.6995386685,8121.96654764842,5463.55318346655
"ME","Maine",184209,14174.2748725632,1039.03175197737,5583.15826045416,7552.0848601317,13822.5113865229,7322.40552850295,4923.65193883035
"MI","Michigan",1517094,11195.4308698077,840.948550320547,6827.8623473562,3526.61997213093,11356.1499814777,4888.48944099706,3435.57485561211
"MN","Minnesota",844108,12915.0345690362,744.625095366944,8424.98234823032,3745.42712543893,12959.6508977524,6698.53976031503,4762.70216607354
"MO","Missouri",915949,11310.0085266756,1011.48863091722,3648.22604752011,6650.29384823828,11182.2339453398,6017.97370814314,3998.85910678433
"MS","Mississippi",492847,9017.12701913576,1435.58142790765,4491.25387797836,3090.29171324975,8862.65717352444,4796.79291950646,3123.48457026217
"MT","Montana",142797,11534.6330805269,1386.96891391276,5472.56595026506,4675.09821634908,11597.5895852154,6095.38015504527,4212.18232876041
"NC","North Carolina",1518288,8650.82645716755,1054.92502081292,5367.7655359194,2228.13590043523,8891.71224431728,5221.22614418345,3585.77424046031
"ND","North Dakota",101025,13278.297451126,1192.74437020539,6655.8574610245,5429.69561989607,14352.8928483049,6913.60554318238,4748.62657757981
"NE","Nebraska",303242,12469.5523707138,1166.4083471287,3975.850970512,7327.29305307312,12613.1505530237,6615.91732016014,4808.77978644119
"NH","New Hampshire",186966,15857.7067488206,875.726067841212,5430.74676679182,9551.23391418761,15398.7944332125,7682.97444455142,5576.11544344961
"NJ","New Jersey",1367888,20555.0425181009,843.933129028108,7852.68530756904,11858.4240815037,19822.9080158609,10262.3182599745,6725.13027382359
"NM","New Mexico",337846,10726.5351669104,1563.04055694014,7379.14907975823,1784.34553021199,10789.4366072116,5357.44392415479,3565.24866359229
"NV","Nevada",431776,9569.31371822426,907.899003186838,3237.06042021789,5424.35429481954,9397.10173793819,4972.3467724005,3134.46092418291
"NY","New York",2631930,22705.0643444165,1270.44450270334,8979.63091723564,12454.9889244775,23040.3433981907,11064.163560581,8372.19150965261
"OH","Ohio",1728907,12726.2316596555,694.660268019043,5594.30264323067,6437.26874840578,12905.0885906529,6153.50854615083,4040.52271174794
"OK","Oklahoma",673179,8737.05210649768,1058.74811899955,4304.51930318682,3373.78468431131,8622.89227679414,4410.67531815461,2853.20249146215
"OR","Oregon",564109,10703.6601082415,961.003990363565,5300.66175154093,4441.994366337,10929.1448993014,4932.39072590581,3212.04412622383
"PA","Pennsylvania",1742432,15756.9288213256,900.153348882482,5336.26792896366,9520.50754347946,16395.8627940717,6754.24578979266,4804.23626287855
"RI","Rhode Island",142268,16653.5271459499,1409.19953889842,6394.21373745326,8850.11386959822,16498.4114488149,8475.11738409199,5847.44285433126
"SC","South Carolina",735182,11427.5403913589,1120.92243825338,5304.03219882968,5002.58575427581,11378.3185660149,5609.14848296068,3676.14549866564
"SD","South Dakota",130296,10058.789218395,1448.53257198993,3131.40081046233,5478.85583594278,10181.4253699269,5046.25621661448,3461.54908822988
"TN","Tennessee",992461,8983.84017104954,1174.65673714131,4128.75367394789,3680.42975996034,9035.4573126803,5152.94404515643,3526.28869043721
"TX","Texas",5074117,10082.4147334403,1110.98955739491,4032.82226247444,4938.60291357097,10178.4639573743,5602.15363579515,3797.59926702518
"UT","Utah",613009,7410.54046514815,705.454569182508,3977.73115892263,2727.35473704301,8104.96746377296,4147.98314543506,3028.85438876101
"VA","Virginia",1264880,12064.0171399658,876.667351843653,4606.50259313136,6580.84719499083,12310.5195749794,6856.64648029853,4537.88659793814
"VT","Vermont",88246,17841.8511887224,452.961040727058,15795.6961222038,1593.19402579154,18172.7217097659,8622.71377739501,6151.46295582803
"WA","Washington",1050901,11444.3187322117,928.138806604999,6758.84502917021,3757.33489643649,11404.7821821466,5911.68625779212,3813.4267642718
"WI","Wisconsin",863737,12820.4812344498,953.485841176191,5593.68997738895,6273.3054158847,12530.6383771912,6139.73234908311,4280.42563882293
"WV","West Virginia",282310,12176.3770323403,1300.08501292905,7131.59647196344,3744.69554744784,12182.7777974567,6067.02561014488,3889.44777018171
"WY","Wyoming",90993,18638.4337256712,1247.35968700889,9683.31629905597,7707.75773960634,18413.251568802,9421.41703207939,6104.5465035772
