"Year","State Code","State Name","Students","Total Revenue","Federal Revenue","State Revenue","Local Revenue","Total Expenditures","Salaries","Teacher Revenue"
"2015","AK","Alaska",131139,22343.9251481253,2634.79971633153,15513.165419898,4195.96001189578,22715.0580681567,8240.76742997888,5288.27427386209
"2015","AL","Alabama",744164,10026.2025575008,1076.59333157745,5548.55246961691,3401.05675630641,10239.2308684645,5139.48000709521,3354.83710579926
"2015","AR","Arkansas",490429,10803.2518468525,1167.89178453966,5679.79462878419,3955.5654335286,10895.2243851811,5554.09855453083,3577.38632911186
"2015","AZ","Arizona",1099691,8651.22748117426,1111.19123462864,3906.94113164516,3633.09511490046,8363.72035417222,4355.37982942481,2744.72920120288
"2015","CA","California",6209567,12493.3253800144,1203.10804279912,6783.54481077344,4506.67252644186,12523.9437790107,6186.29704776517,4013.94316222049
"2015","CO","Colorado",888056,10917.528849532,785.06986045925,4985.8353527255,5146.62363634726,10808.8116064753,5742.09621915735,3614.00181970506
"2015","CT","Connecticut",517281,20760.1419731249,860.019989135499,8068.05005403253,11832.0719299568,20406.2859451633,10021.61301111,6974.0160570367
"2015","DC","District of Columbia",78623,26889.0146649199,2760.33730587742,0,24128.6773590425,27441.5629014411,12475.6750569172,7930.58011014589
"2015","DE","Delaware",134042,16398.1587860521,1146.29742916399,9255.94216738037,5995.91918950777,15927.0377941242,7498.83618567315,5262.41028931231
"2015","FL","Florida",2743641,9830.54670782365,1136.46100200427,3885.92603769954,4808.15966811985,9941.91623466773,5045.57629806524,3209.83138829023
"2015","GA","Georgia",1742400,10703.38728191,1043.30406336088,4828.53707529844,4831.54614325069,10654.9822084481,5620.45511937557,3819.88751147842
"2015","HI","Hawaii",182384,14824.1238266515,1422.21905430301,13057.8724010878,344.032371260637,13822.506360207,7178.05289937714,4903.41806298798
"2015","IA","Iowa",505311,13016.9004830688,714.506511831328,6792.4367369798,5509.95723425771,12770.5116255138,6531.12637563797,4646.16246232518
"2015","ID","Idaho",290665,7812.12392272892,824.471470593295,5053.51521511018,1934.13723702544,7316.05456453305,4060.4751174032,2808.46679166738
"2015","IL","Illinois",2046476,15130.6631497267,1001.14049712775,5304.3260707675,8825.1965818314,15340.1300577187,6874.91766333932,4721.44652563724
"2015","IN","Indiana",1044711,12159.0861013237,910.721721126704,7612.86135591566,3635.50302428136,11162.8737516883,5204.87101217466,3431.26663737627
"2015","KS","Kansas",496920,12057.7376640103,956.437655960718,7984.80439507365,3116.49561297593,12428.0045077678,5910.98567173791,3927.20357401594
"2015","KY","Kentucky",688475,10964.6261665275,1233.10650350412,6066.67344493264,3664.84621809071,10973.3643196921,5857.7537310723,3786.43378481426
"2015","LA","Louisiana",715263,12439.069265431,1622.82964448042,5264.46635713017,5551.77326382044,12463.1918608959,5882.46700863878,3807.26529961706
"2015","MA","Massachusetts",953254,18522.4043119672,854.181571753174,7166.65128077092,10501.5714594431,18649.1512230738,9541.92586655813,6512.1698938583
"2015","MD","Maryland",874108,16578.7774508413,937.140490648753,7170.30847446769,8471.32848572488,15882.2742727443,8377.1387517332,5646.38122520329
"2015","ME","Maine",181292,15378.3123359001,1031.253447477,5970.85365046444,8376.20523795865,14846.2811376122,7766.43205436533,5172.27456258412
"2015","MI","Michigan",1493568,11782.4504809958,835.746347002614,7323.08204246476,3623.62209152847,11693.8505645541,4783.12202725286,3366.13532159232
"2015","MN","Minnesota",854852,13818.1673552849,719.104593543678,9325.92542334814,3773.13733839308,14068.0959979037,7144.39341546841,5040.54035084436
"2015","MO","Missouri",917238,11901.1641471461,1069.46070703569,3830.94355009278,7000.75989001764,11783.5599920631,6278.22876941426,4150.6882619342
"2015","MS","Mississippi",490557,9361.48704431901,1370.61748176053,4739.21481091902,3251.65475163946,9442.19326194509,4983.44534885854,3229.12525965382
"2015","MT","Montana",144403,12303.4978497677,1402.65783951857,5835.88983608374,5064.95017416536,12307.112733115,6270.40989453128,4290.91500869095
"2015","NC","North Carolina",1535163,8939.32110140747,1052.93704968137,5564.96932247585,2321.41472925025,9546.77581468548,5393.90214589591,3730.8109953145
"2015","ND","North Dakota",106497,14798.2102782238,1221.40529780182,8677.48387278515,4899.32110763684,16276.7589697362,7381.40041503517,5034.44228475919
"2015","NE","Nebraska",312281,13323.945420951,1060.29185253025,4287.60635453326,7976.04721388749,13440.8497475031,6798.07609172508,4879.97348541858
"2015","NH","New Hampshire",182771,16903.4091841704,901.953811053176,5462.34905975237,10539.1063133648,16634.2745840423,8063.60418228275,5803.04862368756
"2015","NJ","New Jersey",1377071,21711.3191694546,873.625252437964,8630.44171288191,12207.2522041347,21315.0309606404,10483.6983713984,6894.92045072476
"2015","NM","New Mexico",339967,11554.2596781452,1490.89470448602,7995.12599752329,2068.23897613592,11708.7952654228,5605.44405780561,3703.94479464183
"2015","NV","Nevada",459189,9812.15795674548,870.626256290983,3531.82676414287,5409.70493631163,9436.32796081788,5046.56688204639,3224.53063988902
"2015","NY","New York",2632243,24226.0429603194,1091.50484966624,9839.59915554909,13294.9389551041,24751.7056745901,11537.7934332051,8763.97695805441
"2015","OH","Ohio",1723515,14241.1519481989,1010.98917038726,6387.71057983249,6842.45219797913,13268.8494152937,6294.90140787867,4227.46538324297
"2015","OK","Oklahoma",688300,9030.77582449513,1008.90454743571,4467.20180154003,3554.6694755194,9118.8725846288,4421.89452273718,2846.59014964405
"2015","OR","Oregon",569170,12135.1599697806,974.547147600893,6321.61919988756,4838.99362229211,12051.6664616898,5321.59460266704,3488.32510497742
"2015","PA","Pennsylvania",1719068,17029.7283179025,816.745469056489,5918.35168824037,10294.6311606056,16775.5417470397,6934.3702517876,4946.76243173627
"2015","RI","Rhode Island",141682,17454.0308578366,1362.27608305925,6953.38151635352,9138.37325842379,17396.8746912099,8801.69675752742,6011.21525670163
"2015","SC","South Carolina",755628,11768.4786693982,1123.62035287205,5581.35616996723,5063.50214655889,11792.7763396804,5715.90650425871,3689.77327468013
"2015","SD","South Dakota",132836,10609.3001897076,1513.15155530127,3204.05612936252,5892.09250504381,10983.1220452287,5340.04336173929,3658.29293263874
"2015","TN","Tennessee",994526,9503.46295622236,1128.93579453931,4406.6650846735,3967.86207700955,9611.11021732966,5198.2753593169,3559.65052698471
"2015","TX","Texas",5226850,10954.5563771679,1105.73806403474,4354.42608837062,5494.39222476252,11028.4854166467,5960.94550254934,4015.22408333891
"2015","UT","Utah",635324,7915.36129596867,666.856596004558,4351.6001284384,2896.90457152571,7838.69490212868,3838.64610812751,2618.82598485182
"2015","VA","Virginia",1279867,12350.2348290877,790.867332308748,4869.9130456524,6689.45445112656,12553.5442354557,6982.12626780751,4619.21355890886
"2015","VT","Vermont",86329,19637.2018672752,385.235552363632,17530.8760671385,1721.09024777305,19733.0213485619,8747.84834760046,6183.64628340419
"2015","WA","Washington",1072435,12548.1814748679,890.82228759785,7671.25466811508,3986.10451915501,12451.3177954841,6336.23762745528,4042.60025083105
"2015","WI","Wisconsin",861761,13476.8154975684,943.964741964419,5933.33534471855,6599.51541088538,13381.4120156285,6342.59963029193,4376.28066250387
"2015","WV","West Virginia",280310,12317.3450822304,1240.84406549891,7091.58074988406,3984.92026684742,12272.4412257857,6228.07605864935,3967.9319325033
"2015","WY","Wyoming",93867,20911.225457296,1281.49402878541,11898.9314668627,7730.79996164786,20693.1722543599,9495.31784333152,6160.32258408173
