"Year","State Code","State Name","Students","Total Revenue","Federal Revenue","State Revenue","Local Revenue","Total Expenditures","Salaries","Teacher Revenue"
"2003","AK","ALASKA",133303,10697.0435774139,1946.11524121738,6101.67063006834,2649.25770612814,12079.9156808174,5911.32232582913,3860.19819508938
"2003","AL","ALABAMA",727900,7138.41736502267,779.9203187251,4076.08325319412,2282.41379310345,7279.75271328479,4029.69363923616,2719.83102074461
"2003","AR","ARKANSAS",450731,7200.4011261706,844.217504453876,3945.40868056557,2410.77494115115,7203.20989681207,4176.28696495249,2808.35797848384
"2003","AZ","ARIZONA",945571,7361.51383661301,831.865613475879,3460.04900742514,3069.59921571199,6950.51455681276,3707.34085541964,2365.05878458624
"2003","CA","CALIFORNIA",6226552,9564.1207204244,925.413294548893,5390.85660892256,3247.85081695295,9553.50714167327,5037.57665558723,3295.82198944135
"2003","CO","COLORADO",751049,8384.59541254965,532.880011823463,3615.23549062711,4236.47991009907,8900.92257628996,4820.37124075793,3148.87310947754
"2003","CT","CONNECTICUT",554379,12592.453898867,649.512337227781,4505.81641801006,7437.12490011346,12213.5903416255,6766.32592504406,4773.50332534241
"2003","DC","DISTRICT OF COLUMBIA",67522,16499.2298806315,2259.98933680874,0,14239.2405438228,16379.2985989751,7600.90044726163,4145.1823109505
"2003","DE","DELAWARE",116342,11032.6795138471,813.71301851438,7038.47277853226,3180.49371680047,11662.5810111568,5700.52947344897,4069.613725052
"2003","FL","FLORIDA",2536699,7706.80124050981,771.397394803246,3425.37329024847,3510.0305554581,7955.27652275654,4079.67441150881,2543.24971153456
"2003","GA","GEORGIA",1495819,8965.9283643275,686.848475651132,4334.23428904166,3944.84559963472,8962.05022131688,5140.96491620978,3555.0584662984
"2003","HI","HAWAII",183829,11308.7543314711,926.823297738659,10190.5466493317,191.38438440072,8716.75306942865,5240.11989403195,3417.627251413
"2003","IA","IOWA",482210,9072.40206549014,631.85748947554,4095.12038323552,4345.42419277908,9369.34115841646,5035.10296343917,3282.39563675577
"2003","ID","IDAHO",248515,6784.23435205118,654.004788443354,3999.84709172485,2130.38247188299,6949.0413053538,3834.53715067501,2634.10256926141
"2003","IL","ILLINOIS",2062664,9484.70230730744,779.095868255809,3096.8955680615,5608.71087099014,10287.8074179799,5254.08500851326,3599.42142782344
"2003","IN","INDIANA",1000984,8249.7892074199,584.415934720235,4571.46667679004,3093.90659590963,9779.30915978677,4736.04073591586,3211.78060788184
"2003","KS","KANSAS",470264,8652.16133916268,661.653879522991,5098.54252079683,2891.96493884286,8120.4174676352,4613.0471394791,3033.28555874998
"2003","KY","KENTUCKY",660782,7373.12003050931,762.330087683987,4395.29375800188,2215.49618482344,7113.5321482728,4458.01338414182,2999.90314506146
"2003","LA","LOUISIANA",723252,7574.56737070896,1021.88172310619,3648.77663663564,2903.90901096713,7625.72657939418,4426.05896699905,2990.01316277038
"2003","MA","MASSACHUSETTS",967200,11984.9379652605,736.649090157155,4918.97435897436,6329.31451612903,11768.4015715467,6498.15136476427,4425.71546732837
"2003","MD","MARYLAND",866743,10038.7069754241,658.912734224563,3827.43558355822,5552.35865764131,10075.0949243317,5793.5304928912,3933.88582313327
"2003","ME","MAINE",203477,10577.7901187849,773.517400000983,4276.42927701902,5527.84344176492,10533.4755279466,5466.02318689582,3942.9566978086
"2003","MI","MICHIGAN",1765023,10476.5150369145,769.234735184754,6363.92953519586,3343.35076653392,11151.5872597694,5386.17967017994,3321.84509776926
"2003","MN","MINNESOTA",837797,10269.4984584571,568.520775319081,7357.08172743517,2343.89595570287,10805.5961050231,5435.52793815208,3768.75185755022
"2003","MO","MISSOURI",921625,8270.82707174827,607.331615353316,2925.99267597993,4737.50278041503,8577.76319001763,4852.11447172114,3255.63108639631
