"State Code","State Name","Students","Total Revenue","Federal Revenue","State Revenue","Local Revenue","Total Expenditures","Salaries","Teacher Revenue"
"MA","Massachusetts",893727,8198.14551870985,297.493529903427,2344.48215170852,5556.16983709791,7503.50386639321,4073.48217072999,3007.25053623758
"MD","Maryland",790938,7055.07005606002,341.681648877662,2603.51506692054,4109.87334026182,7092.94028103341,4043.50277771456,2694.32749469617
"ME","Maine",212154,6819.31521441971,368.755715188024,3076.18993749823,3374.36956173346,6781.86128944069,4258.97696955985,2688.94765123448
"MI","Michigan",1604177,7790.84789272007,431.684907588128,5019.05837074088,2340.10461439106,7776.42803755446,4283.70684781043,2676.94026282636
"MN","Minnesota",816695,7021.92128028211,286.635769779416,3573.25807063837,3162.02743986433,7524.97933745156,3730.45384139734,2622.22984100552
"MO","Missouri",862505,5625.98825514055,363.238473979861,2110.42602651579,3152.3237546449,5747.46233355169,3342.81656338224,2266.02512449203
"MS","Mississippi",503301,4210.15058583234,616.509802285312,2354.77775724666,1238.86302630036,4291.80152632321,2475.49677032233,1757.26056574495
"MT","Montana",164109,5552.91909645419,545.040186705178,2738.89305278809,2268.98585696092,5481.93578658087,3247.28077070727,2303.31060453723
"NC","North Carolina",1155248,5260.28956553052,384.063854687478,3347.68292176225,1528.54278908079,5382.35166821323,3246.16445992549,2213.25464315887
"ND","North Dakota",119288,5383.89444034605,604.553685198847,2150.31688015559,2629.02387499162,5213.46656830528,2854.92254040641,2017.47032392194
"NE","Nebraska",285836,6410.88946108958,359.587315803468,1962.64291411859,4088.65923116752,6557.09217873186,3413.61480009516,2436.35161421235
"NH","New Hampshire",186239,6432.29935727748,188.800412373348,448.955374545611,5794.54357035852,6617.65258619301,3587.39576565596,2679.84149399428
"NJ","New Jersey",1171658,10129.1810408839,339.334515703388,3728.13568464518,6061.71084053538,10227.6969900773,6181.41812713266,3950.25169460713
"NM","New Mexico",327253,5030.55739748757,629.014860062398,3713.92164472136,687.62089270381,4707.9262833343,2535.7017353546,1731.77633207335
"NV","Nevada",250749,5454.49832302422,259.251283155666,1641.66955800422,3553.57748186433,5508.29714176328,3187.6777175582,2106.8638359475
"NY","New York",2738361,9152.84398222148,499.595926176278,3627.2313986359,5026.0166574093,9692.20055354279,5656.03548984228,4267.75249866617
"OH","Ohio",1829761,6213.05951979521,369.321457829738,2396.41242763399,3447.32563433148,6191.95457767435,3678.08801258744,2387.76539668295
"OK","Oklahoma",609743,4812.52757309227,420.921601395998,2857.03812917901,1534.56784251726,4869.58603870811,2911.08057001064,1988.58043470774
"OR","Oregon",519284,6123.04249697661,392.08602614369,2849.84324569985,2881.11322513307,6082.51939208603,3315.15509817364,2261.71805794132
"PA","Pennsylvania",1741698,7825.21768986357,408.431886584241,3024.24932450976,4392.53647876957,7920.4035372378,4251.58667001972,3018.65019079083
"RI","Rhode Island",146609,7433.80010776965,375.556752996064,2960.65725842206,4097.58609635152,7221.54847246758,4422.75712950774,3246.11722336282
"SC","South Carolina",638548,5266.51402870262,449.632603970258,2423.62202998052,2393.25939475184,5105.74459555116,2975.21094733677,1988.25773473568
"SD","South Dakota",135494,5054.70352930757,485.349904792832,1326.44249929886,3242.91112521588,5121.73232763074,2881.67003704961,2015.07077804183
"TN","Tennessee",870594,4445.42921269846,382.227536601447,2131.63426350285,1931.56741259416,4547.43887506691,2731.83366758788,1989.29696276335
"TX","Texas",3670007,5581.8607430449,407.731647378329,2376.82870904606,2797.30038662052,5498.10095730063,3326.27185724714,2300.44792830095
"UT","Utah",472589,4134.31755711623,283.794163639018,2234.47223697547,1616.05115650174,4327.92764960674,2142.12349419898,1493.43933100432
"VA","Virginia",1058709,5978.80531855307,347.574262616073,1863.58952271115,3767.64153322584,6202.24632075481,3698.27591906747,2485.79732485508
"VT","Vermont",100317,9319.61681469741,335.655970573283,2242.35174496845,6741.60909915568,8885.69235523391,4241.11566334719,3059.16245501759
"WA","Washington",938314,6284.91102125728,347.467905200178,4324.5608612895,1612.88225476759,6503.41356944477,3447.53355486543,2290.4081149807
"WI","Wisconsin",864142,6930.36676842463,286.38001624733,3024.16385270014,3619.82289947717,6988.98444931504,3821.72258725996,2765.28278917122
"WV","West Virginia",310231,6177.99317282928,502.006569298362,3902.6725246671,1773.31407886381,6231.24703849712,3627.12301478576,2444.02719264032
"WY","Wyoming",100314,6322.51729569153,423.231054488905,3029.6170026118,2869.66923859082,6409.22503339514,3730.28689913671,2530.45437326794
